,ref_name,ref_first,ref_last,elec_name,elec_url,house_or_senate,state,party,start_year,end_year,match
666,"Findley, Paul",Paul,Findley,,,House,Illinois,Republican,1961,1983,only-surname
667,"Hatfield, Paul",Paul,Hatfield,,,Senate,Montana,Democratic,1977,1979,fail-lastname
668,"Simon, Paul",Paul,Simon,,,"House,Senate",Illinois,Democratic,1975,1997,fail-firstname
669,"Laxalt, Paul D.",Paul D.,Laxalt,,,Senate,Nevada,Republican,1973,1987,only-surname
670,"Tsongas, Paul E.",Paul E.,Tsongas,,,"House,Senate",Massachusetts,Democratic,1975,1985,only-surname
671,"Rogers, Paul G.",Paul G.,Rogers,,,House,Florida,Democratic,1955,1979,fail-firstname
672,"Kirk, Paul Grattan, Jr.","Paul Grattan, Jr.",Kirk,,,Senate,Massachusetts,Democratic,2009,2010,fail-firstname
673,"Fannin, Paul J.",Paul J.,Fannin,,,Senate,Arizona,Republican,1965,1977,fail-lastname
674,"McCloskey, Paul N., Jr.","Paul N., Jr.",McCloskey,,,House,California,Republican,1967,1983,only-surname
675,"Trible, Paul S., Jr.","Paul S., Jr.",Trible,,,"House,Senate",Virginia,Republican,1977,1989,fail-lastname
676,"Hawkins, Paula",Paula,Hawkins,,,Senate,Florida,Republican,1981,1987,fail-firstname
677,"Wilson, Pete",Pete,Wilson,,,Senate,California,Republican,1983,1993,fail-firstname
678,"Smith, Peter",Peter,Smith,,,House,Vermont,Republican,1989,1991,fail-firstname
679,"Peyser, Peter A.",Peter A.,Peyser,,,House,New York,Democratic,1971,1983,fail-lastname
680,"Dominick, Peter H.",Peter H.,Dominick,,,"House,Senate",Colorado,Republican,1961,1975,only-surname
681,"Frelinghuysen, Peter H. B.",Peter H. B.,Frelinghuysen,,,House,New Jersey,Republican,1953,1975,only-surname
682,"Kyros, Peter N.",Peter N.,Kyros,,,House,Maine,Democratic,1967,1975,fail-lastname
683,"Rodino, Peter W., Jr.","Peter W., Jr.",Rodino,,,House,New Jersey,Democratic,1949,1989,only-surname
684,"Gramm, Phil",Phil,Gramm,,,"House,Senate",Texas,Republican,1979,2002,only-surname
685,"Landrum, Phil M.",Phil M.,Landrum,,,House,Georgia,Democratic,1953,1977,fail-lastname
686,"Hart, Philip A.",Philip A.,Hart,,,Senate,Michigan,Democratic,1959,1977,fail-firstname
687,"Hayes, Philip H.",Philip H.,Hayes,,,House,Indiana,Democratic,1975,1977,fail-firstname
688,"Burton, Phillip",Phillip,Burton,,,House,California,Democratic,1963,1985,fail-firstname
689,"du Pont, Pierre S., IV","Pierre S., IV",du Pont,,,House,Delaware,Republican,1971,1977,fail-lastname
690,"Burdick, Quentin N.",Quentin N.,Burdick,,,Senate,North Dakota,Democratic,1959,1993,fail-lastname
691,"Metcalfe, Ralph H.",Ralph H.,Metcalfe,,,House,Illinois,Democratic,1971,1979,fail-firstname
692,"Musto, Raphael",Raphael,Musto,,,House,Pennsylvania,Democratic,1979,1981,fail-lastname
693,"Kogovsek, Ray",Ray,Kogovsek,,,House,Colorado,Democratic,1979,1985,fail-lastname
694,"Roberts, Ray",Ray,Roberts,,,House,Texas,Democratic,1961,1981,fail-firstname
695,"Madden, Ray J.",Ray J.,Madden,,,House,Indiana,Democratic,1943,1977,fail-firstname
696,"Lederer, Raymond F.",Raymond F.,Lederer,,,House,Pennsylvania,Democratic,1977,1983,fail-lastname
697,"McGrath, Raymond J.",Raymond J.,McGrath,,,House,New York,Republican,1981,1993,only-surname
698,"Bolling, Richard",Richard,Bolling,,,House,Missouri,Democratic,1949,1983,only-surname
699,"Fulton, Richard",Richard,Fulton,,,House,Tennessee,Democratic,1963,1977,only-surname
700,"Stone, Richard (Dick)",Richard (Dick),Stone,,,Senate,Florida,Democratic,1975,1981,fail-firstname
701,"Tonry, Richard A.",Richard A.,Tonry,,,House,Louisiana,Democratic,1977,1979,fail-lastname
702,"Nugent, Richard B.",Richard B.,Nugent,,,House,Florida,Republican,2011,2017,fail-firstname
703,"Neal, Richard E.",Richard E.,Neal,,,House,Massachusetts,Democratic,1989,9999,ambiguous
704,"Vander Veen, Richard F.",Richard F.,Vander Veen,,,House,Michigan,Democratic,1973,1977,only-surname
705,"Ichord, Richard H.",Richard H.,Ichord,,,House,Missouri,Democratic,1961,1981,fail-lastname
706,"Ottinger, Richard L.",Richard L.,Ottinger,,,House,New York,Democratic,1965,1985,fail-lastname
707,"Schweiker, Richard S.",Richard S.,Schweiker,,,"House,Senate",Pennsylvania,Republican,1961,1981,fail-lastname
708,"Schulze, Richard T.",Richard T.,Schulze,,,House,Pennsylvania,Republican,1975,1993,fail-lastname
709,"Mallary, Richard W.",Richard W.,Mallary,,,House,Vermont,Republican,1971,1975,fail-lastname
710,"Preyer, Richardson",Richardson,Preyer,,,House,North Carolina,Democratic,1969,1981,fail-lastname
711,"McClory, Robert",Robert,McClory,,,House,Illinois,Republican,1963,1983,fail-lastname
712,"Menendez, Robert",Robert,Menendez,,,"House,Senate",New Jersey,Democratic,1993,9999,ambiguous
713,"Smith, Robert",Robert,Smith,,,House,Oregon,Republican,1983,1999,ambiguous
714,"Gammage, Robert A.",Robert A.,Gammage,,,House,Texas,Democratic,1977,1979,fail-lastname
715,"Roe, Robert A.",Robert A.,Roe,,,House,New Jersey,Democratic,1969,1993,fail-firstname
716,"Young, Robert A.",Robert A.,Young,,,House,Missouri,Democratic,1977,1987,fail-firstname
717,"Duncan, Robert B.",Robert B.,Duncan,,,House,Oregon,Democratic,1963,1981,fail-firstname
718,"Mathias, Robert B. (Bob)",Robert B. (Bob),Mathias,,,House,California,Republican,1967,1975,only-surname
719,"Krueger, Robert C.",Robert C.,Krueger,,,"House,Senate",Texas,Democratic,1975,1995,only-surname
720,"Wilson, Robert C.",Robert C.,Wilson,,,House,California,Republican,1953,1981,ambiguous
721,"Scott, Robert C. ""Bobby""","Robert C. ""Bobby""",Scott,,,House,Virginia,Democratic,1993,9999,ambiguous
722,"Price, Robert D.",Robert D.,Price,,,House,Texas,Republican,1967,1975,fail-firstname
723,"Badham, Robert E.",Robert E.,Badham,,,House,California,Republican,1977,1989,fail-lastname
724,"Bauman, Robert E.",Robert E.,Bauman,,,House,Maryland,Republican,1973,1981,fail-firstname
725,"Jones, Robert E., Jr.","Robert E., Jr.",Jones,,,House,Alabama,Democratic,1947,1977,fail-firstname
726,"Drinan, Robert F.",Robert F.,Drinan,,,House,Massachusetts,Democratic,1971,1981,fail-lastname
727,"Stephens, Robert G., Jr.","Robert G., Jr.",Stephens,,,House,Georgia,Democratic,1961,1977,fail-firstname
728,"Mollohan, Robert H.",Robert H.,Mollohan,,,House,West Virginia,Democratic,1953,1983,only-surname
729,"Cornell, Robert J.",Robert J.,Cornell,,,House,Wisconsin,Democratic,1975,1979,fail-lastname
730,"Huber, Robert J.",Robert J.,Huber,,,House,Michigan,Republican,1973,1975,fail-lastname
731,"Lagomarsino, Robert J.",Robert J.,Lagomarsino,,,House,California,Republican,1973,1993,fail-lastname
732,"Mrazek, Robert J.",Robert J.,Mrazek,,,House,New York,Democratic,1983,1993,fail-lastname
733,"Leggett, Robert L.",Robert L.,Leggett,,,House,California,Democratic,1963,1979,fail-lastname
734,"Sikes, Robert L. F.",Robert L. F.,Sikes,,,House,Florida,Democratic,1941,1979,fail-lastname
735,"Tallon, Robert M. (Robin)",Robert M. (Robin),Tallon,,,House,South Carolina,Democratic,1983,1993,only-surname
736,"Giaimo, Robert N.",Robert N.,Giaimo,,,House,Connecticut,Democratic,1959,1981,fail-lastname
737,"Nix, Robert N. C.",Robert N. C.,Nix,,,House,Pennsylvania,Democratic,1957,1979,fail-lastname
738,"Tiernan, Robert O.",Robert O.,Tiernan,,,House,Rhode Island,Democratic,1967,1975,fail-lastname
739,"Griffin, Robert P.",Robert P.,Griffin,,,"House,Senate",Michigan,Republican,1957,1979,fail-firstname
740,"Hanrahan, Robert P.",Robert P.,Hanrahan,,,House,Illinois,Republican,1973,1975,fail-lastname
741,"Stafford, Robert T.",Robert T.,Stafford,,,"House,Senate",Vermont,Republican,1961,1989,fail-firstname
742,"Edgar, Robert W.",Robert W.,Edgar,,,House,Pennsylvania,Democratic,1975,1987,only-surname
743,"Kastenmeier, Robert W.",Robert W.,Kastenmeier,,,House,Wisconsin,Democratic,1959,1991,fail-lastname
744,"Daniel, Robert W., Jr.","Robert W., Jr.",Daniel,,,House,Virginia,Republican,1973,1983,fail-firstname
745,"Taft, Robert, Jr.","Robert, Jr.",Taft,,,"House,Senate",Ohio,Republican,1963,1977,fail-lastname
746,"Beard, Robin",Robin,Beard,,,House,Tennessee,Republican,1973,1983,fail-firstname
747,"Britt, Robin",Robin,Britt,,,House,North Carolina,Democratic,1983,1985,fail-firstname
748,"Grams, Rod",Rod,Grams,,,"House,Senate",Minnesota,Republican,1993,2001,only-surname
749,"Zion, Roger H.",Roger H.,Zion,,,House,Indiana,Republican,1967,1975,only-surname
750,"Jepsen, Roger W.",Roger W.,Jepsen,,,Senate,Iowa,Republican,1979,1985,fail-lastname
751,"Burris, Roland",Roland,Burris,,,Senate,Illinois,Democratic,2009,2010,only-surname
752,"Hruska, Roman L.",Roman L.,Hruska,,,Senate,Nebraska,Republican,1953,1977,fail-lastname
753,"Sarasin, Ronald A.",Ronald A.,Sarasin,,,House,Connecticut,Republican,1973,1979,fail-lastname
754,"Mottl, Ronald M.",Ronald M.,Mottl,,,House,Ohio,Democratic,1975,1983,fail-lastname
755,"Flippo, Ronnie G.",Ronnie G.,Flippo,,,House,Alabama,Democratic,1977,1991,fail-lastname
756,"Dyson, Roy",Roy,Dyson,,,House,Maryland,Democratic,1981,1991,only-surname
757,"Taylor, Roy A.",Roy A.,Taylor,,,House,North Carolina,Democratic,1959,1977,fail-firstname
758,"Long, Russell B.",Russell B.,Long,,,Senate,Louisiana,Democratic,1947,1987,fail-firstname
759,"Feingold, Russell D.",Russell D.,Feingold,,,Senate,Wisconsin,Democratic,1993,2011,only-surname
760,"Burton, Sala",Sala,Burton,,,House,California,Democratic,1983,1989,fail-firstname
761,"Johnson, Sam",Sam,Johnson,,,House,Texas,Republican,1991,2019,ambiguous
762,"Nunn, Sam",Sam,Nunn,,,Senate,Georgia,Democratic,1971,1997,fail-firstname
763,"Steiger, Sam",Sam,Steiger,,,House,Arizona,Republican,1967,1977,fail-lastname
764,"Hall, Sam B., Jr.","Sam B., Jr.",Hall,,,House,Texas,Democratic,1975,1987,fail-firstname
765,"Ervin, Sam J., Jr.","Sam J., Jr.",Ervin,,,"House,Senate",North Carolina,Democratic,1945,1975,only-surname
766,"Young, Samuel H.",Samuel H.,Young,,,House,Illinois,Republican,1973,1975,fail-firstname
